Unnamed: 0,CSD_code,q,charge,S,mult,MND,nn,oxo_charge,oxo_mult
52825,PUKPUG,q,0,S,0,MND,8,,
52826,PUKQAN,q,0,S,0,MND,8,,
52827,PUKQER,q,0,S,0,MND,8,,
52828,PUKROD,q,0,S,0,MND,7,,
52829,PUKWIB,q,0,S,0,MND,8,,
52830,PUKYAV,q,0,S,0,MND,4,,
52831,PUKYEZ,q,1,S,0,MND,4,,
52832,PUKYOL,q,1,S,0,MND,6,,
52833,PUKYUR,q,1,S,0,MND,6,,
52834,PUKZAY,q,1,S,0,MND,6,,
52835,PUKZEC,q,1,S,0,MND,6,,
52836,PULCOO,q,0,S,0,MND,4,,
52837,PULCUU,q,0,S,0,MND,4,,
52838,PULCUW,q,1,S,0,MND,6,,
52839,PULDAB,q,0,S,0,MND,4,,
52840,PULFEI,q,0,S,0,MND,10,,
52841,PULGAG,q,1,S,0,MND,6,,
52842,PULGEK,q,0,S,0,MND,6,,
52843,PULHOU,q,0,S,0,MND,6,,
52844,PULHUA,q,0,S,0,MND,6,,
52845,PULJAI,q,0,S,0,MND,6,,
52846,PULKAI,q,0,S,0,MND,4,,
52847,PULKEO,q,0,S,0,MND,6,,
52848,PULKUD,q,0,S,0,MND,4,,
52849,PULLAK,q,0,S,0,MND,4,,
52850,PULLEN,q,0,S,0,MND,12,,
52851,PULPAN,q,0,S,0,MND,5,,
52852,PULQUI,q,0,S,0,MND,11,,
52853,PULRIX,q,0,S,0,MND,7,,
52854,PULROD,q,0,S,0,MND,8,,
52855,PULSOE,q,0,S,0,MND,6,,
52856,PULTEV,q,0,S,0,MND,9,,
52857,PULTIZ,q,0,S,0,MND,9,,
52858,PULWID,q,0,S,0,MND,6,,
52859,PULWOJ,q,0,S,0,MND,5,,
52860,PULWUP,q,0,S,0,MND,6,,
52861,PULXAW,q,1,S,0,MND,6,,
52862,PULXUR,q,0,S,0,MND,6,,
52863,PULYEA,q,0,S,0,MND,6,,
52864,PULYIF,q,0,S,0,MND,6,,
52865,PULZEC,q,1,S,0,MND,6,,
52866,PUMBAA,q,0,S,0,MND,9,,
52867,PUMBII,q,0,S,0,MND,9,,
52868,PUMBOO,q,0,S,0,MND,9,,
52869,PUMBOQ,q,0,S,0,MND,6,,
52870,PUMCEF,q,0,S,0,MND,7,,
52871,PUMCIJ,q,0,S,0,MND,7,,
52872,PUMDAC,q,0,S,0,MND,4,,
52873,PUMDAD,q,1,S,0,MND,4,,
52874,PUMDEH,q,1,S,0,MND,8,,
52875,PUMDIL,q,0,S,0,MND,8,,
52876,PUMDOR,q,1,S,0,MND,8,,
52877,PUMDUX,q,0,S,0,MND,8,,
52878,PUMFAE,q,0,S,0,MND,6,,
52879,PUMFEI,q,0,S,0,MND,6,,
52880,PUMFIM,q,0,S,0,MND,6,,
52881,PUMFIN,q,0,S,0,MND,4,,
52882,PUMFOS,q,0,S,0,MND,6,,
52883,PUMFUZ,q,0,S,0,MND,4,,
52884,PUMGAG,q,0,S,0,MND,4,,
52885,PUMGIO,q,0,S,0,MND,4,,
52886,PUMJIQ,q,0,S,0,MND,6,,
52887,PUMJUC,q,0,S,0,MND,6,,
52888,PUMKEN,q,1,S,0,MND,6,,
52889,PUMKEP,q,0,S,0,MND,16,,
52890,PUMKIR,q,0,S,0,MND,6,,
52891,PUMKOX,q,1,S,0,MND,6,,
52892,PUMKUD,q,1,S,0,MND,6,,
52893,PUMLEO,q,0,S,0,MND,6,,
52894,PUMLEP,q,0,S,0,MND,2,,
52895,PUMLOZ,q,0,S,0,MND,2,,
52896,PUMMAL,q,0,S,0,MND,4,,
52897,PUMMER,q,0,S,0,MND,5,,
52898,PUMMIV,q,0,S,0,MND,5,,
52899,PUMMUF,q,0,S,0,MND,5,,
52900,PUMNEQ,q,0,S,0,MND,6,,
52901,PUMNIU,q,0,S,0,MND,5,,
52902,PUMPAO,q,0,S,0,MND,12,,
52903,PUMPIW,q,0,S,0,MND,12,,
52904,PUMRAQ,q,0,S,0,MND,4,,
52905,PUMRUM,q,0,S,0,MND,7,,
52906,PUMTAT,q,1,S,0,MND,6,,
52907,PUMTIB,q,1,S,0,MND,6,,
52908,PUMYAX,q,0,S,0,MND,4,,
52909,PUMYOL,q,0,S,0,MND,6,,
52910,PUMYUR,q,0,S,0,MND,6,,
52911,PUMYUT,q,1,S,0,MND,6,,
52912,PUNCIM,q,1,S,0,MND,6,,
52913,PUNCOS,q,1,S,0,MND,6,,
52914,PUNCUW,q,0,S,0,MND,6,,
52915,PUNDOR,q,0,S,0,MND,7,,
52916,PUNFAF,q,0,S,0,MND,7,,
52917,PUNFIN,q,1,S,0,MND,5,,
52918,PUNFOT,q,1,S,0,MND,5,,
52919,PUNFUB,q,0,S,0,MND,6,,
52920,PUNGAH,q,0,S,0,MND,8,,
52921,PUNGEK,q,1,S,0,MND,5,,
52922,PUNGEL,q,0,S,0,MND,8,,
52923,PUNGIP,q,0,S,0,MND,4,,
52924,PUNHOX,q,1,S,0,MND,2,,
52925,PUNJAK,q,0,S,0,MND,9,,
52926,PUNJIR,q,0,S,0,MND,4,,
52927,PUNJOX,q,0,S,0,MND,4,,
52928,PUNKAK,q,0,S,0,MND,7,,
52929,PUNKEP,q,0,S,0,MND,4,,
52930,PUNKEQ,q,0,S,0,MND,4,,
52931,PUNKIS,q,0,S,0,MND,7,,
52932,PUNKOY,q,0,S,0,MND,6,,
52933,PUNKOZ,q,0,S,0,MND,5,,
52934,PUNLEP,q,0,S,0,MND,6,,
52935,PUNLEQ,q,0,S,0,MND,6,,
52936,PUNMIU,q,0,S,0,MND,9,,
52937,PUNPEV,q,1,S,0,MND,8,,
52938,PUNTAV,q,0,S,0,MND,4,,
52939,PUNTEZ,q,0,S,0,MND,4,,
52940,PUNTIB,q,0,S,0,MND,4,,
52941,PUNTOH,q,0,S,0,MND,4,,
52942,PUNVIF,q,0,S,0,MND,4,,
52943,PUNVOJ,q,1,S,0,MND,3,,
52944,PUNVOL,q,0,S,0,MND,4,,
52945,PUNVUR,q,1,S,0,MND,3,,
52946,PUNWAW,q,1,S,0,MND,6,,
52947,PUNWEA,q,0,S,0,MND,8,,
52948,PUPCEI,q,0,S,0,MND,13,,
52949,PUPDAF,q,0,S,0,MND,6,,
52950,PUPDUA,q,0,S,0,MND,4,,
52951,PUPGOY,q,1,S,0,MND,9,,
52952,PUPHEO,q,1,S,0,MND,6,,
52953,PUPHIR,q,0,S,0,MND,3,,
52954,PUPHOZ,q,0,S,0,MND,4,,
52955,PUPHUF,q,0,S,0,MND,4,,
52956,PUPJAN,q,0,S,0,MND,6,,
52957,PUPJIT,q,0,S,0,MND,13,,
52958,PUPKAO,q,0,S,0,MND,6,,
52959,PUPKES,q,0,S,0,MND,6,,
52960,PUPKIW,q,0,S,0,MND,6,,
52961,PUPKUI,q,0,S,0,MND,5,,
52962,PUPLAP,q,0,S,0,MND,5,,
52963,PUPLIX,q,0,S,0,MND,7,,
52964,PUPNIZ,q,0,S,0,MND,8,,
52965,PUPNOF,q,0,S,0,MND,8,,
52966,PUPNUL,q,0,S,0,MND,2,,
52967,PUPVON,q,0,S,0,MND,9,,
52968,PUPWOM,q,0,S,0,MND,4,,
52969,PUPXAZ,q,0,S,0,MND,6,,
52970,PUPXUV,q,0,S,0,MND,4,,
52971,PUPYAC,q,0,S,0,MND,4,,
52972,PUPYOQ,q,0,S,0,MND,5,,
52973,PUPYUW,q,0,S,0,MND,5,,
52974,PUQDAG,q,-1,S,0,MND,4,,
52975,PUQDEK,q,-1,S,0,MND,4,,
52976,PUQDIO,q,-1,S,0,MND,4,,
52977,PUQFIR,q,1,S,0,MND,6,,
52978,PUQGUD,q,0,S,0,MND,6,,
52979,PUQHEO,q,1,S,0,MND,4,,
52980,PUQJAM,q,-1,S,0,MND,6,,
52981,PUQJIU,q,0,S,0,MND,4,,
52982,PUQKUH,q,0,S,0,MND,2,,
52983,PUQKUJ,q,0,S,0,MND,4,,
52984,PUQLAP,q,0,S,0,MND,4,,
52985,PUQLIW,q,0,S,0,MND,6,,
52986,PUQLIX,q,0,S,0,MND,4,,
52987,PUQMEU,q,0,S,0,MND,6,,
52988,PUQNUM,q,0,S,0,MND,6,,
52989,PUQPEY,q,0,S,0,MND,4,,
52990,PUQPOI,q,0,S,0,MND,4,,
52991,PUQPUO,q,0,S,0,MND,4,,
52992,PUQQOJ,q,0,S,0,MND,5,,
52993,PUQQUP,q,0,S,0,MND,5,,
52994,PUQRAW,q,0,S,0,MND,5,,
52995,PUQWIJ,q,0,S,0,MND,2,,
52996,PUQZIK,q,0,S,0,MND,6,,
52997,PURCUA,q,0,S,0,MND,6,,
52998,PURFIR,q,0,S,0,MND,9,,
52999,PURHAL,q,0,S,0,MND,6,,
53000,PURHEP,q,0,S,0,MND,6,,
53001,PURHOZ,q,0,S,0,MND,6,,
53002,PURHUF,q,0,S,0,MND,6,,
53003,PURJAN,q,0,S,0,MND,6,,
53004,PURJOB,q,0,S,0,MND,6,,
53005,PURMUL,q,0,S,0,MND,4,,
53006,PURNAS,q,0,S,0,MND,4,,
53007,PURNEW,q,0,S,0,MND,4,,
53008,PURNIA,q,0,S,0,MND,4,,
53009,PURNOG,q,0,S,0,MND,2,,
53010,PURNUM,q,0,S,0,MND,4,,
53011,PURROJ,q,0,S,0,MND,12,,
53012,PURTAZ,q,0,S,0,MND,7,,
53013,PURVEF,q,0,S,0,MND,4,,
53014,PURVIJ,q,1,S,0,MND,4,,
53015,PURVOP,q,0,S,0,MND,6,,
53016,PURVUV,q,0,S,0,MND,6,,
53017,PURWEF,q,0,S,0,MND,4,,
53018,PURWEG,q,0,S,0,MND,4,,
53019,PURWIJ,q,0,S,0,MND,4,,
53020,PURYOR,q,1,S,0,MND,4,,
53021,PURZIM,q,1,S,0,MND,3,,
53022,PUSCIQ,q,1,S,0,MND,6,,
53023,PUSGUF,q,-1,S,0,MND,6,,
53024,PUSHAM,q,-1,S,0,MND,6,,
53025,PUSJAO,q,0,S,0,MND,6,,
53026,PUSKIX,q,0,S,0,MND,6,,
53027,PUSKIZ,q,1,S,0,MND,2,,
53028,PUSPEZ,q,-1,S,0,MND,4,,
53029,PUSSEB,q,1,S,0,MND,10,,
53030,PUSSIF,q,0,S,0,MND,6,,
53031,PUSSOL,q,0,S,0,MND,6,,
53032,PUSSUT,q,0,S,0,MND,4,,
53033,PUSVAB,q,0,S,0,MND,4,,
53034,PUSVEE,q,1,S,0,MND,9,,
53035,PUSVII,q,0,S,0,MND,9,,
53036,PUSWEH,q,0,S,0,MND,4,,
53037,PUSWOR,q,0,S,0,MND,4,,
53038,PUSXEH,q,1,S,0,MND,4,,
53039,PUSXUX,q,0,S,0,MND,6,,
53040,PUSZIM,q,0,S,0,MND,4,,
53041,PUSZOS,q,0,S,0,MND,4,,
53042,PUSZUY,q,0,S,0,MND,5,,
53043,PUSZUZ,q,0,S,0,MND,4,,
53044,PUTBOW,q,0,S,0,MND,6,,
53045,PUTCAJ,q,1,S,0,MND,6,,
53046,PUTCEO,q,0,S,0,MND,8,,
53047,PUTCIR,q,0,S,0,MND,6,,
53048,PUTCUD,q,0,S,0,MND,6,,
53049,PUTDAK,q,0,S,0,MND,6,,
53050,PUTDEO,q,0,S,0,MND,4,,
53051,PUTKAS,q,0,S,0,MND,6,,
53052,PUTKEW,q,0,S,0,MND,6,,
53053,PUTKIA,q,0,S,0,MND,4,,
53054,PUTKOG,q,0,S,0,MND,4,,
53055,PUTKUM,q,0,S,0,MND,4,,
53056,PUTMEX,q,0,S,0,MND,4,,
53057,PUTPUP,q,0,S,0,MND,2,,
53058,PUTRAX,q,0,S,0,MND,12,,
53059,PUTREB,q,0,S,0,MND,12,,
53060,PUTRED,q,0,S,0,MND,4,,
53061,PUTTAZ,q,0,S,0,MND,4,,
53062,PUTTED,q,0,S,0,MND,4,,
53063,PUTTEE,q,0,S,0,MND,7,,
53064,PUTTUT,q,1,S,0,MND,6,,
53065,PUTVEF,q,1,S,0,MND,6,,
53066,PUTVOR,q,0,S,0,MND,6,,
53067,PUTZAF,q,0,S,0,MND,7,,
53068,PUTZEJ,q,0,S,0,MND,7,,
53069,PUTZIO,q,0,S,0,MND,6,,
53070,PUTZOU,q,0,S,0,MND,6,,
53071,PUVBIR,q,0,S,0,MND,6,,
53072,PUVBOZ,q,0,S,0,MND,6,,
53073,PUVBUD,q,0,S,0,MND,6,,
53074,PUVDOB,q,0,S,0,MND,7,,
53075,PUVDUF,q,0,S,0,MND,4,,
53076,PUVDUH,q,0,S,0,MND,7,,
53077,PUVFAP,q,0,S,0,MND,7,,
53078,PUVFET,q,0,S,0,MND,7,,
53079,PUVGUI,q,0,S,0,MND,6,,
53080,PUVHAP,q,0,S,0,MND,6,,
53081,PUVHOD,q,0,S,0,MND,6,,
53082,PUVJIZ,q,0,S,0,MND,4,,
53083,PUVJOF,q,0,S,0,MND,6,,
53084,PUVLAV,q,0,S,0,MND,4,,
53085,PUVLEX,q,0,S,0,MND,4,,
53086,PUVLEY,q,0,S,0,MND,6,,
53087,PUVLEZ,q,0,S,0,MND,4,,
53088,PUVLIC,q,0,S,0,MND,6,,
53089,PUVPAY,q,0,S,0,MND,6,,
53090,PUVRIJ,q,0,S,0,MND,6,,
53091,PUVROP,q,0,S,0,MND,6,,
53092,PUVSEG,q,0,S,0,MND,4,,
53093,PUVTEG,q,0,S,0,MND,6,,
53094,PUVTIK,q,0,S,0,MND,2,,
53095,PUVVEJ,q,0,S,0,MND,9,,
53096,PUVWEK,q,0,S,0,MND,4,,
53097,PUVZAJ,q,1,S,0,MND,6,,
53098,PUVZEM,q,0,S,0,MND,4,,
53099,PUVZUC,q,1,S,0,MND,4,,
53100,PUWDUI,q,0,S,0,MND,4,,
53101,PUWFIY,q,0,S,0,MND,6,,
53102,PUWGAR,q,0,S,0,MND,6,,
53103,PUWHUM,q,0,S,0,MND,6,,
53104,PUWKEX,q,0,S,0,MND,4,,
53105,PUWLAU,q,0,S,0,MND,8,,
53106,PUWMID,q,0,S,0,MND,4,,
53107,PUWMOJ,q,0,S,0,MND,4,,
53108,PUWPAA,q,1,S,0,MND,4,,
53109,PUWRAB,q,0,S,0,MND,12,,
53110,PUWTIL,q,0,S,0,MND,9,,
53111,PUWTOS,q,0,S,0,MND,4,,
53112,PUWWAF,q,0,S,0,MND,9,,
53113,PUWWEJ,q,1,S,0,MND,10,,
53114,PUWWIN,q,0,S,0,MND,8,,
53115,PUWWOU,q,1,S,0,MND,4,,
53116,PUWWOV,q,0,S,0,MND,4,,
53117,PUWWUZ,q,0,S,0,MND,8,,
53118,PUXDUH,q,0,S,0,MND,4,,
53119,PUXJUP,q,0,S,0,MND,4,,
53120,PUXMEB,q,0,S,0,MND,4,,
53121,PUXMOL,q,1,S,0,MND,5,,
53122,PUXMUR,q,1,S,0,MND,6,,
53123,PUXQEG,q,0,S,0,MND,6,,
53124,PUXQIK,q,1,S,0,MND,6,,
53125,PUXRAC,q,0,S,0,MND,4,,
53126,PUXREG,q,0,S,0,MND,4,,
53127,PUXRIK,q,0,S,0,MND,4,,
53128,PUXSAD,q,0,S,0,MND,4,,
53129,PUXSEH,q,0,S,0,MND,4,,
53130,PUXSIL,q,0,S,0,MND,4,,
53131,PUXSUX,q,0,S,0,MND,4,,
53132,PUXTAE,q,0,S,0,MND,4,,
53133,PUXVAG,q,0,S,0,MND,4,,
53134,PUXVEK,q,0,S,0,MND,4,,
53135,PUXVEL,q,1,S,0,MND,6,,
53136,PUXVOU,q,0,S,0,MND,3,,
53137,PUXVUA,q,0,S,0,MND,4,,
53138,PUXXIR,q,0,S,0,MND,4,,
53139,PUXXUB,q,0,S,0,MND,10,,
53140,PUXXUD,q,0,S,0,MND,4,,
53141,PUXYEN,q,0,S,0,MND,6,,
53142,PUXYEO,q,0,S,0,MND,6,,
53143,PUXYIS,q,0,S,0,MND,4,,
53144,PUXZOX,q,0,S,0,MND,5,,
53145,PUXZUE,q,0,S,0,MND,6,,
53146,PUYBIU,q,-1,S,0,MND,6,,
53147,PUYBIW,q,0,S,0,MND,6,,
53148,PUYBUG,q,0,S,0,MND,6,,
53149,PUYBUI,q,0,S,0,MND,6,,
53150,PUYCAN,q,0,S,0,MND,6,,
53151,PUYDAO,q,0,S,0,MND,10,,
53152,PUYDES,q,-1,S,0,MND,7,,
53153,PUYGIA,q,0,S,0,MND,11,,
53154,PUYGOG,q,0,S,0,MND,11,,
53155,PUYGUM,q,0,S,0,MND,11,,
53156,PUYHAT,q,0,S,0,MND,11,,
53157,PUYHEX,q,0,S,0,MND,11,,
53158,PUYHOH,q,0,S,0,MND,11,,
53159,PUYHUN,q,0,S,0,MND,11,,
53160,PUYJAV,q,0,S,0,MND,11,,
53161,PUYJIC,q,0,S,0,MND,4,,
53162,PUYJIE,q,0,S,0,MND,9,,
53163,PUYJOK,q,0,S,0,MND,9,,
53164,PUYKIE,q,1,S,0,MND,2,,
53165,PUYKOK,q,1,S,0,MND,2,,
53166,PUYKUQ,q,1,S,0,MND,2,,
53167,PUYWAI,q,0,S,0,MND,5,,
53168,PUYWIQ,q,0,S,0,MND,6,,
53169,PUYWUC,q,0,S,0,MND,4,,
53170,PUYXAJ,q,0,S,0,MND,4,,
53171,PUZDAR,q,0,S,0,MND,4,,
53172,PUZFAR,q,0,S,0,MND,12,,
53173,PUZFUL,q,1,S,0,MND,4,,
53174,PUZHID,q,0,S,0,MND,6,,
53175,PUZHOH,q,0,S,0,MND,10,,
53176,PUZKUQ,q,0,S,0,MND,4,,
53177,PUZMAY,q,0,S,0,MND,6,,
53178,PUZROT,q,1,S,0,MND,4,,
53179,PUZVUD,q,1,S,0,MND,4,,
53180,PXCPYM,q,-1,S,0,MND,7,,
53181,PYACZN,q,0,S,0,MND,6,,
53182,PYAZMO,q,0,S,0,MND,6,,
53183,PYBPIR,q,0,S,0,MND,4,,
53184,PYCXEP,q,0,S,0,MND,4,,
53185,PYDTCI,q,0,S,0,MND,5,,
53186,PYHPCO,q,1,S,0,MND,6,,
53187,PYMANI,q,0,S,0,MND,4,,
53188,PYRCTN,q,0,S,0,MND,4,,
53189,PYROCO,q,1,S,0,MND,6,,
53190,PYSALP,q,0,S,0,MND,4,,
53191,PYSCUA,q,0,S,0,MND,4,,
53192,PYSINI,q,0,S,0,MND,4,,
53193,PYTCIR,q,0,S,0,MND,6,,
53194,PYTOCU,q,1,S,0,MND,4,,
53195,PYZBNI,q,0,S,0,MND,6,,
53196,PYZTCI,q,0,S,0,MND,5,,
53197,PZADMO,q,0,S,0,MND,6,,
53198,PZBCMO,q,0,S,0,MND,6,,
53199,PZBMAL,q,0,S,0,MND,7,,
53200,PZRMSI,q,0,S,0,MND,12,,
53201,QABBAY,q,0,S,0,MND,6,,
53202,QABCOM,q,0,S,0,MND,4,,
53203,QABFOP,q,0,S,0,MND,6,,
53204,QABFOQ,q,0,S,0,MND,4,,
53205,QABFUW,q,0,S,0,MND,4,,
53206,QABGAD,q,0,S,0,MND,4,,
53207,QABGEH,q,0,S,0,MND,4,,
53208,QABGIL,q,0,S,0,MND,4,,
53209,QABGOR,q,0,S,0,MND,4,,
53210,QABGUX,q,0,S,0,MND,4,,
53211,QABHAE,q,0,S,0,MND,4,,
53212,QABHEI,q,0,S,0,MND,4,,
53213,QABJUA,q,0,S,0,MND,6,,
53214,QABKAH,q,0,S,0,MND,8,,
53215,QABKEL,q,0,S,0,MND,5,,
53216,QABKIP,q,0,S,0,MND,5,,
53217,QABKUB,q,0,S,0,MND,5,,
53218,QABKUZ,q,0,S,0,MND,4,,
53219,QABLEK,q,0,S,0,MND,4,,
53220,QABLOU,q,0,S,0,MND,4,,
53221,QABLOW,q,0,S,0,MND,6,,
53222,QABMAJ,q,0,S,0,MND,6,,
53223,QABMEN,q,0,S,0,MND,6,,
53224,QABMIP,q,1,S,0,MND,7,,
53225,QABMIR,q,0,S,0,MND,6,,
53226,QABMOV,q,0,S,0,MND,8,,
53227,QABNEO,q,0,S,0,MND,13,,
53228,QABRES,q,1,S,0,MND,6,,
53229,QABSIY,q,0,S,0,MND,4,,
53230,QABSUK,q,0,S,0,MND,5,,
53231,QABTAR,q,0,S,0,MND,9,,
53232,QABWAR,q,0,S,0,MND,7,,
53233,QABYAT,q,0,S,0,MND,2,,
53234,QABYAV,q,0,S,0,MND,4,,
53235,QABZAU,q,0,S,0,MND,6,,
53236,QABZAW,q,0,S,0,MND,8,,
53237,QABZOJ,q,0,S,0,MND,5,,
53238,QABZUP,q,0,S,0,MND,4,,
53239,QACBAY,q,0,S,0,MND,9,,
53240,QACBEC,q,0,S,0,MND,9,,
53241,QACBED,q,0,S,0,MND,4,,
53242,QACBIF,q,0,S,0,MND,4,,
53243,QACBIG,q,0,S,0,MND,9,,
53244,QACBOM,q,0,S,0,MND,8,,
53245,QACBUT,q,0,S,0,MND,4,,
53246,QACCAZ,q,0,S,0,MND,8,,
53247,QACCED,q,0,S,0,MND,8,,
53248,QACCIH,q,0,S,0,MND,7,,
53249,QACCON,q,0,S,0,MND,7,,
53250,QACCUT,q,0,S,0,MND,7,,
53251,QACFAD,q,0,S,0,MND,4,,
53252,QACFEG,q,0,S,0,MND,8,,
53253,QACFEH,q,0,S,0,MND,4,,
53254,QACFIL,q,0,S,0,MND,4,,
53255,QACFOQ,q,0,S,0,MND,8,,
53256,QACFOR,q,0,S,0,MND,4,,
53257,QACFUX,q,0,S,0,MND,4,,
53258,QACGOR,q,0,S,0,MND,8,,
53259,QACHEI,q,0,S,0,MND,5,,
53260,QACKEL,q,0,S,0,MND,8,,
53261,QACKEM,q,0,S,0,MND,4,,
53262,QACKIP,q,0,S,0,MND,8,,
53263,QACKOV,q,0,S,0,MND,4,,
53264,QACKOW,q,0,S,0,MND,4,,
53265,QACLAJ,q,0,S,0,MND,5,,
53266,QACLEN,q,0,S,0,MND,4,,
53267,QACNIS,q,0,S,0,MND,4,,
53268,QACNOY,q,0,S,0,MND,4,,
53269,QACQAN,q,0,S,0,MND,4,,
53270,QACSAO,q,0,S,0,MND,6,,
53271,QACSES,q,0,S,0,MND,6,,
53272,QACTIY,q,1,S,0,MND,6,,
53273,QACVIB,q,0,S,0,MND,4,,
53274,QACVOH,q,0,S,0,MND,4,,
53275,QACVUN,q,0,S,0,MND,4,,
53276,QACWAV,q,1,S,0,MND,4,,
53277,QACWOG,q,0,S,0,MND,6,,
53278,QACYAV,q,1,S,0,MND,6,,
53279,QACYID,q,0,S,0,MND,7,,
53280,QADCOO,q,0,S,0,MND,6,,
53281,QADFAC,q,0,S,0,MND,4,,
53282,QADFAF,q,1,S,0,MND,6,,
53283,QADFEG,q,0,S,0,MND,4,,
53284,QADFEJ,q,1,S,0,MND,6,,
53285,QADFIM,q,1,S,0,MND,8,,
53286,QADFOT,q,1,S,0,MND,6,,
53287,QADJAI,q,0,S,0,MND,4,,
53288,QADJEM,q,0,S,0,MND,4,,
53289,QADJOV,q,0,S,0,MND,6,,
53290,QADJOW,q,0,S,0,MND,4,,
53291,QADJUB,q,0,S,0,MND,6,,
53292,QADJUC,q,0,S,0,MND,4,,
53293,QADKIQ,q,0,S,0,MND,6,,
53294,QADKOX,q,1,S,0,MND,4,,
53295,QADNAK,q,1,S,0,MND,6,,
53296,QADNEO,q,1,S,0,MND,6,,
53297,QADNOA,q,0,S,0,MND,9,,
53298,QADNUE,q,1,S,0,MND,6,,
53299,QADPOA,q,1,S,0,MND,6,,
53300,QADPUI,q,0,S,0,MND,9,,
53301,QADROC,q,1,S,0,MND,4,,
53302,QADROF,q,1,S,0,MND,5,,
53303,QADSIY,q,0,S,0,MND,6,,
53304,QADTEX,q,0,S,0,MND,5,,
53305,QADTIB,q,0,S,0,MND,5,,
53306,QADTOH,q,0,S,0,MND,5,,
53307,QAFCAE,q,0,S,0,MND,6,,
53308,QAFCEG,q,0,S,0,MND,6,,
53309,QAFCOP,q,0,S,0,MND,12,,
53310,QAFCUV,q,0,S,0,MND,12,,
53311,QAFDAD,q,1,S,0,MND,5,,
53312,QAFDEH,q,1,S,0,MND,5,,
53313,QAFDEI,q,0,S,0,MND,6,,
53314,QAFDUY,q,0,S,0,MND,6,,
53315,QAFFAE,q,1,S,0,MND,15,,
53316,QAFFAG,q,0,S,0,MND,6,,
53317,QAFFIO,q,0,S,0,MND,6,,
53318,QAFFOU,q,0,S,0,MND,6,,
53319,QAFGAH,q,0,S,0,MND,6,,
53320,QAFGIQ,q,1,S,0,MND,5,,
53321,QAFGOW,q,0,S,0,MND,6,,
53322,QAFHAH,q,0,S,0,MND,6,,
53323,QAFHOW,q,0,S,0,MND,4,,
53324,QAFJAK,q,0,S,0,MND,6,,
53325,QAFJEM,q,0,S,0,MND,8,,
53326,QAFJIT,q,1,S,0,MND,6,,
53327,QAFKIU,q,0,S,0,MND,6,,
53328,QAFKOA,q,0,S,0,MND,6,,
53329,QAFLUF,q,0,S,0,MND,8,,
53330,QAFLUH,q,1,S,0,MND,8,,
53331,QAFMAO,q,1,S,0,MND,8,,
53332,QAFMEP,q,0,S,0,MND,4,,
53333,QAFMOA,q,0,S,0,MND,4,,
53334,QAFMUF,q,1,S,0,MND,6,,
53335,QAFMUG,q,0,S,0,MND,4,,
53336,QAFNIX,q,0,S,0,MND,6,,
53337,QAFNUG,q,1,S,0,MND,6,,
53338,QAFPAO,q,1,S,0,MND,6,,
53339,QAFPOE,q,0,S,0,MND,6,,
53340,QAFRAS,q,0,S,0,MND,6,,
53341,QAFREW,q,0,S,0,MND,6,,
53342,QAFSAS,q,1,S,0,MND,3,,
53343,QAFSEW,q,1,S,0,MND,4,,
53344,QAFSUN,q,1,S,0,MND,4,,
53345,QAFTEY,q,0,S,0,MND,4,,
53346,QAFTOJ,q,1,S,0,MND,6,,
53347,QAFVOI,q,0,S,0,MND,6,,
53348,QAFWEZ,q,0,S,0,MND,9,,
53349,QAFYOO,q,1,S,0,MND,4,,
53350,QAFYUU,q,1,S,0,MND,4,,
53351,QAFZAB,q,1,S,0,MND,4,,
53352,QAFZAZ,q,0,S,0,MND,7,,
53353,QAFZED,q,0,S,0,MND,7,,
53354,QAFZIH,q,0,S,0,MND,7,,
53355,QAFZIJ,q,1,S,0,MND,4,,
53356,QAFZUV,q,1,S,0,MND,4,,
53357,QAGBAE,q,1,S,0,MND,4,,
53358,QAGBEG,q,0,S,0,MND,6,,
53359,QAGBIL,q,0,S,0,MND,6,,
53360,QAGBOP,q,0,S,0,MND,4,,
53361,QAGBOR,q,0,S,0,MND,6,,
53362,QAGBOS,q,1,S,0,MND,4,,
53363,QAGCAE,q,0,S,0,MND,4,,
53364,QAGCOQ,q,-1,S,0,MND,6,,
53365,QAGCOS,q,1,S,0,MND,9,,
53366,QAGDAF,q,0,S,0,MND,8,,
53367,QAGDUX,q,0,S,0,MND,4,,
53368,QAGFAF,q,0,S,0,MND,5,,
53369,QAGFEJ,q,0,S,0,MND,5,,
53370,QAGFOU,q,0,S,0,MND,8,,
53371,QAGGUA,q,0,S,0,MND,4,,
53372,QAGHAH,q,0,S,0,MND,4,,
53373,QAGROG,q,0,S,0,MND,9,,
53374,QAGRUL,q,0,S,0,MND,8,,
53375,QAGRUM,q,0,S,0,MND,5,,
53376,QAGRUO,q,0,S,0,MND,6,,
53377,QAGSAS,q,0,S,0,MND,8,,
53378,QAGSIB,q,-1,S,0,MND,6,,
53379,QAGTUO,q,0,S,0,MND,6,,
53380,QAGVEA,q,0,S,0,MND,4,,
53381,QAGVEB,q,0,S,0,MND,4,,
53382,QAGVIE,q,0,S,0,MND,4,,
53383,QAGVOK,q,0,S,0,MND,4,,
53384,QAGVOL,q,0,S,0,MND,6,,
53385,QAGWAW,q,0,S,0,MND,4,,
53386,QAGWEA,q,0,S,0,MND,6,,
53387,QAGWUQ,q,0,S,0,MND,6,,
